id,pond_id,species_id,total_seed,started_at,finished_at,remark,created_at,updated_at,area,initial_age,limit_weight_per_area,target_cultivation_day,target_size,extracted_at,subscription_type,ordered_at,hatchery_id,total_seed_type,hatchery_name,pond_name,pond_length,pond_width,pond_depth
26513,44173,1.0,385264,2023-10-15 00:00:00.000,2024-01-03 00:00:00.000,,2023-10-15 14:13:31.000,2024-03-25 07:09:30.000,2380.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2023-10-15 14:13:31.000,1068.0,actual,PT. Suri Tani Pemuka - Sumbawa,B5,50.0,47.6,1.2
15757,32187,1.0,150000,2022-03-29 00:00:00.000,2022-07-18 00:00:00.000,#SiklusTebar,2022-05-05 05:13:08.000,2022-08-30 05:09:00.000,900.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,41.0,net,PT. Syaqua Indonesia,A1,30.0,30.0,1.0
17883,31251,,550144,2022-08-20 00:00:00.000,2022-10-22 00:00:00.000,,2022-08-20 04:30:33.000,2022-11-18 00:09:32.000,2279.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-08-20 04:30:33.000,1007.0,net,CV. Mitra Larva Sejahtera,B6,53.0,43.0,1.2
26215,37073,,50000,2023-10-06 00:00:00.000,2023-12-08 00:00:00.000,#TBR01,2023-10-06 09:08:02.000,2023-12-12 14:27:46.000,600.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,1Atas,30.0,20.0,1.1
5918,17028,,77000,2020-10-19 00:00:00.000,2021-02-23 00:00:00.000,,2020-09-23 06:54:34.000,2021-03-16 00:06:01.000,800.0,0.0,1.25,127.0,45.0,2024-04-12 17:02:22.000,Free,2020-09-23 06:54:34.000,,,,Fahri1,32.66,24.49,120.0
19669,1,1.0,118000,2022-12-15 00:00:00.000,2023-03-15 00:00:00.000,#SiklusFarm,2022-11-27 01:46:59.000,2023-06-05 00:03:14.000,1064.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-12-15 02:49:55.000,83.0,actual,CV Raja Benur,Kolam B1,37.67,28.25,1.1
20758,37073,1.0,75000,2023-02-02 00:00:00.000,2023-03-26 00:00:00.000,#TBR01,2023-02-08 02:15:03.000,2023-03-27 02:07:30.000,600.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,40.0,net,PT Suri Tani Pemuka Singaraja,1Atas,30.0,20.0,1.1
7993,18388,1.0,402985,2021-02-06 00:00:00.000,2021-05-01 00:00:00.000,,2021-01-31 06:36:10.000,2021-05-15 00:04:21.000,2500.0,0.0,1.25,90.0,45.0,2024-04-12 17:02:22.000,Free,2021-02-04 05:08:09.000,38.0,,PT. Suri Tani Pemuka Hatchery Canti,A3,57.74,43.3,1.6
27186,42444,,200000,2023-10-17 00:00:00.000,2024-01-10 00:00:00.000,#BD-Katalis03,2023-11-01 08:22:13.000,2024-01-18 08:24:12.000,1350.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-01 08:22:13.000,27.0,net,PT. Citra Larva Cemerlang,3,45.0,30.0,1.0
16164,32637,,154923,2022-05-13 00:00:00.000,2022-07-24 00:00:00.000,#SiklusFarm,2022-05-22 12:05:10.000,2023-05-17 08:59:50.000,2025.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-05-22 12:05:10.000,1004.0,actual,PT. Tri Karta Pratama - Total Kualitas Prima,A11,49.85,37.39,1.2
28281,41860,,294000,2023-12-05 00:00:00.000,2024-03-01 00:00:00.000,,2023-12-18 08:33:44.000,2024-03-08 00:06:50.000,2380.04,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Paid,2023-12-18 08:33:44.000,,actual,,P11,52.0,45.77,1.2
12484,19196,,150000,2021-10-08 00:00:00.000,2022-01-05 00:00:00.000,,2021-10-09 04:03:08.000,2022-03-13 15:03:39.000,300.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2021-10-09 04:03:08.000,35.0,net,PT Windu Alam Sentosa,18,20.0,15.0,1.3
20798,38478,1.0,33000,2023-01-15 00:00:00.000,2023-02-27 00:00:00.000,#TBR01,2023-02-09 14:34:04.000,2023-02-28 00:55:54.000,1225.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,actual,CV Raja Benur,Z2,27.0,17.0,1.0
17686,32305,1.0,150000,2022-08-13 00:00:00.000,2022-11-28 00:00:00.000,#SiklusTebar,2022-08-12 02:04:34.000,2022-12-22 03:52:44.000,1610.0,0.0,1.25,130.0,55.0,2024-04-12 17:02:22.000,Free,2022-08-12 02:04:34.000,25.0,net,PT. Matahari Cipta Sentosa (Unit Hatchery Paiton),B3.1,46.0,35.0,1.7
14691,30786,,500000,2022-03-04 00:00:00.000,2022-05-05 00:00:00.000,,2022-03-04 14:30:57.000,2022-05-12 00:07:24.000,3000.0,0.0,1.25,120.0,38.0,2024-04-12 17:02:22.000,Free,,24.0,actual,PT. Prima Larvae,A1,60.0,50.0,1.0
25050,43212,,252329,2023-08-16 00:00:00.000,2023-11-23 00:00:00.000,#BD-Katalis02,2023-08-26 03:59:21.000,2023-11-28 03:42:38.000,1419.4,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-08-26 03:59:21.000,39.0,actual,PT Suri Tani Pemuka Carita,A2,37.65,37.7,120.0
24304,34696,2.0,275000,2023-07-28 00:00:00.000,2024-01-29 00:00:00.000,,2023-07-20 07:42:06.000,2024-01-31 08:22:49.000,4999.9,0.0,1.25,185.0,55.0,2024-04-12 17:02:22.000,Paid,,1020.0,actual,MATERNIDADE NACALA,B02,70.71,70.71,1.5
24304,34696,2.0,275000,2023-07-28 00:00:00.000,2024-01-29 00:00:00.000,,2023-07-20 07:42:06.000,2024-01-31 08:22:49.000,4999.9,0.0,1.25,185.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,B02,70.71,70.71,1.5
24304,34696,2.0,275000,2023-07-28 00:00:00.000,2024-01-29 00:00:00.000,,2023-07-20 07:42:06.000,2024-01-31 08:22:49.000,4999.9,0.0,1.25,185.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,B02,70.71,70.71,1.5
17609,18211,1.0,400000,2022-08-06 00:00:00.000,2022-10-21 00:00:00.000,#SiklusBDRijal,2022-08-08 08:25:21.000,2022-10-29 14:39:42.000,2000.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,25.0,net,PT. Matahari Cipta Sentosa (Unit Hatchery Paiton),K3/MAIL,44.72,44.72,1.5
24972,34694,2.0,225000,2023-08-30 00:00:00.000,2024-01-13 00:00:00.000,,2023-08-21 11:52:23.000,2024-01-17 07:07:33.000,4999.9,0.0,1.25,136.0,55.0,2024-04-12 17:02:22.000,Paid,,1020.0,actual,MATERNIDADE NACALA,A08,70.71,70.71,1.5
24972,34694,2.0,225000,2023-08-30 00:00:00.000,2024-01-13 00:00:00.000,,2023-08-21 11:52:23.000,2024-01-17 07:07:33.000,4999.9,0.0,1.25,136.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,A08,70.71,70.71,1.5
26256,44477,,500400,2023-09-23 00:00:00.000,2023-12-13 00:00:00.000,#BD-Katalis08,2023-10-09 05:51:57.000,2023-12-13 22:22:19.000,2500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-10-09 05:51:57.000,51.0,net,PT. Prima Larvae,H7,50.0,50.0,1.3
8265,20322,,681750,2021-02-24 00:00:00.000,2021-06-13 00:00:00.000,,2021-02-12 01:44:42.000,2021-06-17 04:30:36.000,2500.0,1.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2021-02-16 03:26:31.000,54.0,,PT. Suri Tani Pamuka,Kolam C9,57.74,43.3,3.0
18737,36093,1.0,492936,2022-08-15 00:00:00.000,2022-11-30 00:00:00.000,#SiklusBDDimas,2022-10-06 12:13:44.000,2022-12-07 00:05:28.000,3249.0,1.0,1.25,130.0,55.0,2024-04-12 17:02:22.000,Free,2022-10-06 12:13:44.000,1000.0,actual,AGAPE Hatchery,A8,57.0,57.0,1.2
25383,34741,2.0,408000,2023-08-06 00:00:00.000,2023-08-17 00:00:00.000,,2023-09-08 09:35:36.000,2023-09-18 12:03:00.000,35.0,0.0,1.25,11.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,N08,7.0,5.0,1.0
25383,34741,2.0,408000,2023-08-06 00:00:00.000,2023-08-17 00:00:00.000,,2023-09-08 09:35:36.000,2023-09-18 12:03:00.000,35.0,0.0,1.25,11.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,N08,7.0,5.0,1.0
25053,43215,,264816,2023-08-17 00:00:00.000,2023-11-30 00:00:00.000,#BD-Katalis02,2023-08-26 03:59:23.000,2023-12-07 00:06:38.000,1417.4,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-08-26 03:59:23.000,1045.0,actual,PT Central Protein Prima Pangandaran,A5,38.0,37.3,120.0
15433,18211,1.0,300000,2022-04-14 00:00:00.000,2022-07-04 00:00:00.000,,2022-04-12 10:43:16.000,2022-07-20 11:16:29.000,1500.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-04-12 11:33:37.000,1002.0,gross,PT. Esaputlii Prakarsa Utama,K3/MAIL,44.72,44.72,1.5
25411,40644,1.0,125000,2023-08-24 00:00:00.000,2023-11-12 00:00:00.000,#JT04,2023-09-11 03:00:14.000,2023-11-13 23:39:18.000,900.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,1041.0,net,PT Suri Tani Pemuka - Sluke Rembang,P2,33.0,30.0,1.3
26859,34199,1.0,125000,2023-07-28 00:00:00.000,2023-10-16 00:00:00.000,#JT07,2023-10-23 03:47:49.000,2023-10-24 00:12:07.000,1000.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,1045.0,net,PT Central Protein Prima Pangandaran,A2,40.0,25.0,1.2
19069,36583,,281600,2022-11-01 00:00:00.000,2023-02-02 00:00:00.000,#SiklusFarm,2022-10-23 04:32:52.000,2023-06-05 00:03:13.000,40000.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-10-23 04:32:52.000,83.0,actual,CV Raja Benur,B11,54.7,41.02,1.2
15819,32309,1.0,250000,2022-04-06 00:00:00.000,2022-07-01 00:00:00.000,,2022-05-07 03:21:35.000,2022-09-09 08:45:09.000,1024.0,0.0,1.25,85.0,,2024-04-12 17:02:22.000,Free,,,actual,,Ao 1,32.0,32.0,1.4
20246,34694,2.0,300000,2023-01-03 00:00:00.000,2023-04-25 00:00:00.000,,2023-01-03 06:52:40.000,2023-04-29 06:12:43.000,4999.9,0.0,1.25,112.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,A08,70.71,70.71,1.5
16048,31474,,193368,2022-06-03 00:00:00.000,2022-08-03 00:00:00.000,#SiklusFarm,2022-05-17 05:30:33.000,2023-05-17 09:52:49.000,1000.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-05-17 05:30:33.000,1004.0,net,PT. Tri Karta Pratama - Total Kualitas Prima,D3,55.38,41.53,150.0
28723,35752,1.0,125000,2024-01-05 00:00:00.000,2024-02-22 00:00:00.000,#TBRBanyuwangi2024,2024-01-07 23:22:25.000,2024-02-25 11:30:57.000,840.0,0.0,1.25,100.0,30.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,A1,30.0,28.0,1.0
20351,32280,1.0,300000,2022-12-19 00:00:00.000,2023-04-17 00:00:00.000,,2023-01-11 02:48:00.000,2023-04-18 00:04:11.000,1050.0,1.0,1.25,120.0,55.0,2023-04-20 17:02:11.000,Paid,,,gross,,A2,35.0,30.0,2.0
25205,38478,1.0,42000,2023-08-30 00:00:00.000,2023-10-21 00:00:00.000,#TBR01,2023-08-31 07:24:27.000,2023-10-26 06:52:57.000,459.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,Z2,27.0,17.0,1.0
22900,39675,,110830,2023-05-31 00:00:00.000,2023-09-13 00:00:00.000,#SiklusFarm,2023-06-05 02:26:29.000,2023-09-20 00:08:30.000,1000.0,0.0,1.25,120.0,20.0,2024-04-12 17:02:22.000,Free,,16.0,actual,PT. Centralpertiwi Bahari - Hatchery Situbondo,C5,32.0,31.25,2.1
18544,32728,1.0,10000,2022-09-28 00:00:00.000,2022-10-22 00:00:00.000,#SiklusTebar,2022-09-27 23:44:27.000,2022-11-30 06:52:49.000,512.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,1013.0,gross,Benur TOP,ASMUNI SUKSES 1,32.0,16.0,1.2
18590,32209,1.0,250000,2022-09-30 00:00:00.000,2022-11-25 00:00:00.000,#SiklusTebar,2022-09-30 02:01:30.000,2022-12-11 05:24:26.000,1700.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,27.0,net,PT. Citra Larva Cemerlang,A1,50.0,34.0,1.0
19302,36818,,285670,2022-11-15 00:00:00.000,2023-01-25 00:00:00.000,#SiklusBDRisda,2022-11-01 06:47:36.000,2023-02-01 02:41:22.000,803.84,0.0,2.4,95.0,50.0,2024-04-12 17:02:22.000,Free,2022-11-01 06:47:36.000,83.0,actual,CV Raja Benur,A8,32.0,32.0,1.3
22263,38734,1.0,277368,2023-05-05 00:00:00.000,2023-06-27 00:00:00.000,#SiklusFarm,2023-05-06 23:53:50.000,2023-07-03 04:54:28.000,2054.0,0.0,1.25,140.0,55.0,2024-04-12 17:02:22.000,Free,,49.0,net,Hatchery PT. Centralpertiwi Bahari - Hatchery Makassar,A10,60.0,34.24,2.0
27305,45478,,296000,2023-11-30 00:00:00.000,2024-03-19 00:00:00.000,,2023-11-07 06:30:55.000,2024-03-26 00:12:53.000,2025.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-07 06:30:55.000,19.0,actual,PT. Central Proteinaprima Hatchery Kalianda,A12,45.0,45.0,1.5
28605,45501,1.0,80000,2023-12-30 00:00:00.000,2024-02-28 00:00:00.000,#TBR06,2024-01-03 00:16:36.000,2024-03-06 00:06:21.000,3000.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Paid,2024-01-03 00:16:36.000,83.0,net,CV Raja Benur,A1,60.0,50.0,0.6
16040,12092,1.0,240000,2022-05-14 00:00:00.000,2022-08-14 00:00:00.000,#JT12,2022-05-17 04:54:25.000,2023-12-06 18:39:28.000,1600.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,1004.0,net,PT. Tri Karta Pratama - Total Kualitas Prima,A8_hardi,46.19,34.64,1.0
18760,34031,,50000,2020-11-30 00:00:00.000,2021-03-02 00:00:00.000,#SiklusTebarSebelumnya,2022-10-06 15:08:50.000,2022-10-06 15:10:16.000,325.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,3.0,net,PT. Central Proteinaprima Tbk,A1,25.0,13.0,1.0
19097,34735,2.0,392312,2022-10-23 00:00:00.000,2022-10-28 00:00:00.000,,2022-10-24 06:14:42.000,2023-01-03 10:10:19.000,35.0,0.0,1.25,5.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,N02,7.0,5.0,1.0
16163,31451,,155792,2022-05-15 00:00:00.000,2022-07-23 00:00:00.000,#SiklusFarm,2022-05-22 12:05:09.000,2023-05-17 08:59:33.000,1000.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-05-22 12:05:09.000,1004.0,actual,PT. Tri Karta Pratama - Total Kualitas Prima,A10,50.96,38.22,1.2
24166,34741,2.0,579040,2023-07-12 00:00:00.000,2023-07-20 00:00:00.000,,2023-07-14 10:44:06.000,2023-08-07 10:13:47.000,35.0,0.0,1.25,8.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,N08,7.0,5.0,1.0
25895,12272,,103629,2021-02-16 00:00:00.000,2021-05-23 00:00:00.000,#CustomerBD,2023-09-29 02:56:38.000,2023-12-04 07:23:57.000,1000.01,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,27.0,actual,PT. Citra Larva Cemerlang,A2,36.51,27.39,1.0
19315,36831,,285714,2022-11-15 00:00:00.000,2023-02-09 00:00:00.000,#SiklusBDRisda,2022-11-01 06:53:56.000,2023-02-14 03:02:58.000,706.5,0.0,2.4,95.0,50.0,2024-04-12 17:02:22.000,Free,2022-11-01 06:53:56.000,83.0,actual,CV Raja Benur,B6,32.0,32.0,1.3
25214,43392,1.0,50000,2023-07-27 00:00:00.000,2023-09-20 00:00:00.000,#TBR01,2023-09-01 01:18:22.000,2023-09-25 10:38:28.000,360.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,C1,20.0,18.0,1.0
13414,26291,,125000,2021-04-05 00:00:00.000,2021-06-30 00:00:00.000,,2021-12-02 04:02:03.000,2021-12-02 05:08:50.000,1200.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,,net,,2,40.0,30.0,
14095,2,,84000,2022-01-25 00:00:00.000,2022-04-04 00:00:00.000,#SiklusFarm,2022-01-27 03:36:29.000,2023-05-17 08:35:03.000,1082.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2022-01-27 03:36:29.000,26.0,actual,PT. Suri Tani Pemuka Unit Hatchery Indramayu,Kolam B2,37.3,29.0,1.1
21892,36139,1.0,110000,2023-04-09 00:00:00.000,2023-07-07 00:00:00.000,#TBR01,2023-04-17 01:26:03.000,2023-07-27 07:46:57.000,675.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-05-17 04:23:08.000,1030.0,net,Barokah Gelung Makmur,2 Qomar,27.0,25.0,1.5
27108,45374,,485460,2023-09-25 00:00:00.000,2024-01-19 00:00:00.000,,2023-11-01 07:18:41.000,2024-02-19 02:24:21.000,2500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-01 07:18:41.000,24.0,gross,PT. Prima Larvae,B12,50.0,50.0,2.0
14580,30606,1.0,127000,2022-02-26 00:00:00.000,2022-05-14 00:00:00.000,#JT12,2022-02-27 08:15:38.000,2024-01-03 16:22:11.000,640.0,0.0,2.5,120.0,45.0,2024-04-12 17:02:22.000,Free,2022-02-27 08:32:50.000,68.0,actual,PT. Delta Windu Purnama,E,40.0,16.0,1.3
13892,29441,1.0,442080,2021-12-04 00:00:00.000,2022-03-04 00:00:00.000,,2022-01-12 07:41:48.000,2022-04-08 07:48:48.000,4725.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,79.0,actual,PT Hisenor Technology Indonesia,B 2,79.37,59.53,1.9
14578,30608,1.0,447000,2022-02-26 00:00:00.000,2022-05-11 00:00:00.000,#JT12,2022-02-27 08:14:00.000,2024-01-03 16:15:20.000,2000.0,0.0,2.5,120.0,45.0,2024-04-12 17:02:22.000,Free,2022-02-27 08:32:50.000,68.0,actual,PT. Delta Windu Purnama,C,50.0,40.0,1.3
12865,18355,,484631,2021-11-04 00:00:00.000,2022-01-01 00:00:00.000,,2021-11-01 01:49:29.000,2022-02-02 08:49:02.000,2600.0,0.0,1.25,95.0,45.0,2024-04-12 17:02:22.000,Free,2021-11-01 01:49:31.000,38.0,net,PT. Suri Tani Pemuka Hatchery Canti,E2,58.88,44.16,1.6
26241,44486,,499800,2023-09-30 00:00:00.000,2023-12-25 00:00:00.000,#BD-Katalis08,2023-10-09 05:51:50.000,2023-12-25 12:28:25.000,2500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-10-09 05:51:50.000,51.0,net,PT. Prima Larvae,D1,50.0,50.0,1.3
15497,31458,,190068,2022-05-11 00:00:00.000,2022-07-22 00:00:00.000,#SiklusFarm,2022-04-15 12:27:50.000,2023-05-17 09:07:31.000,1000.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-04-15 12:27:50.000,1004.0,actual,PT. Tri Karta Pratama - Total Kualitas Prima,B7,54.95,41.22,1.2
18560,32794,1.0,20000,2022-09-28 00:00:00.000,2022-11-02 00:00:00.000,#SiklusTebar,2022-09-28 09:18:16.000,2022-11-14 02:03:17.000,900.0,1.0,1.25,100.0,100.0,2024-04-12 17:02:22.000,Free,,55.0,actual,CV. Dewi Windu,Jayadi 1,30.0,30.0,1.5
23734,41858,1.0,277750,2023-07-01 00:00:00.000,2023-09-19 00:00:00.000,#BD-Katalis02,2023-06-30 22:15:47.000,2023-09-22 10:37:51.000,1930.0,1.0,1.25,100.0,40.0,2024-04-12 17:02:22.000,Free,2023-06-30 22:15:47.000,77.0,actual,Suri Tani Pemuka Anyer,P9,45.0,42.89,1.2
8011,18355,1.0,469900,2021-02-05 00:00:00.000,2021-04-28 00:00:00.000,,2021-01-31 06:51:11.000,2021-05-15 00:04:27.000,2600.0,0.0,1.25,90.0,45.0,2024-04-12 17:02:22.000,Free,2021-02-04 05:08:09.000,38.0,,PT. Suri Tani Pemuka Hatchery Canti,E2,58.88,44.16,1.6
10755,21229,1.0,110000,2021-07-03 00:00:00.000,2021-08-17 00:00:00.000,,2021-07-03 23:32:34.000,2021-09-02 00:04:23.000,2983.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2021-08-02 06:40:43.000,,,,A,63.07,47.3,
29873,43651,1.0,125000,2024-01-09 00:00:00.000,2024-03-25 00:00:00.000,#TBRPacitan2024,2024-03-05 13:08:44.000,2024-04-04 00:08:11.000,900.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Paid,2024-03-05 13:08:44.000,35.0,net,PT Windu Alam Sentosa,A1,30.0,30.0,1.0
19062,31458,1.0,281600,2022-11-01 00:00:00.000,2023-02-01 00:00:00.000,#SiklusFarm,2022-10-23 03:42:37.000,2023-06-05 00:03:13.000,2265.04,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-10-23 03:42:37.000,83.0,actual,CV Raja Benur,B7,54.95,41.22,1.2
24032,39875,1.0,500000,2023-07-11 00:00:00.000,2023-09-11 00:00:00.000,#VietProject23,2023-07-11 01:23:46.000,2023-09-12 01:55:54.000,1600.0,15.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,1057.0,gross,Đại Phát,A1,40.0,40.0,1.2
15305,19189,,681206,2022-03-07 00:00:00.000,2022-05-24 00:00:00.000,,2022-04-04 11:36:08.000,2022-05-25 02:43:10.000,3638.0,1.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,24.0,actual,PT. Prima Larvae,B4,66.77,50.08,2.0
27766,45889,,303150,2023-11-16 00:00:00.000,2024-01-21 00:00:00.000,,2023-11-27 10:09:08.000,2024-02-14 00:13:00.000,1941.6,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,24.0,actual,PT. Prima Larvae,9A,40.45,48.0,1.0
15782,32273,1.0,40000,2022-05-04 00:00:00.000,2022-06-21 00:00:00.000,#SiklusTebar,2022-05-06 00:00:54.000,2022-08-25 12:29:56.000,506.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,gross,CV Raja Benur,A1,20.0,20.0,1.8
28869,46978,1.0,60000,2024-01-13 00:00:00.000,2024-03-09 00:00:00.000,#TBRJember2024,2024-01-15 07:00:01.000,2024-03-15 00:24:06.000,400.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,C2,20.0,20.0,1.0
24191,42390,1.0,73200,2023-09-12 00:00:00.000,2023-11-07 00:00:00.000,,2023-07-15 14:39:56.000,2023-11-21 00:13:45.000,1296.0,0.0,1.2,120.0,30.0,2023-12-17 17:02:21.000,Free,2023-07-18 14:29:33.000,41.0,gross,PT. Syaqua Indonesia,A3,36.0,36.0,1.4
18918,19152,1.0,865150,2022-07-01 00:00:00.000,2022-10-10 00:00:00.000,#SiklusBDHani,2022-10-16 06:55:37.000,2022-10-31 00:20:05.000,5744.0,0.0,1.2,101.0,30.0,2024-04-12 17:02:22.000,Free,,83.0,actual,CV Raja Benur,petak1,87.51,65.64,1.5
21684,38741,1.0,230826,2023-04-06 00:00:00.000,2023-06-06 00:00:00.000,#SiklusFarm,2023-04-08 02:41:16.000,2023-06-16 03:32:29.000,1710.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,49.0,net,Hatchery PT. Centralpertiwi Bahari - Hatchery Makassar,B5,50.0,34.2,2.0
4446,11712,,100000,2020-04-04 00:00:00.000,2020-07-16 00:00:00.000,,2020-05-20 07:37:48.000,2020-07-21 05:43:36.000,2000.0,0.0,1.25,120.0,60.0,2024-04-12 17:02:22.000,Free,2020-05-20 07:37:48.000,,,,10,51.64,38.73,
21866,39811,1.0,144000,2023-04-13 00:00:00.000,2023-06-12 00:00:00.000,,2023-04-14 08:18:01.000,2023-06-13 16:15:26.000,900.0,0.0,1.25,90.0,40.0,2024-04-12 17:02:22.000,Free,,24.0,actual,PT. Prima Larvae,A2,33.75,24.6,1.2
16637,30608,,350000,2022-06-29 00:00:00.000,2022-09-13 00:00:00.000,#JT12,2022-06-15 23:12:44.000,2023-12-27 14:55:20.000,2000.0,0.0,1.5,100.0,45.0,2024-04-12 17:02:22.000,Free,,26.0,net,PT. Suri Tani Pemuka Unit Hatchery Indramayu,C,50.0,40.0,1.3
23741,41854,,266000,2023-07-02 00:00:00.000,2023-09-14 00:00:00.000,#BD-Katalis02,2023-06-30 22:21:07.000,2023-09-16 05:58:16.000,1978.0,1.0,1.25,100.0,40.0,2024-04-12 17:02:22.000,Free,2023-06-30 22:21:07.000,1004.0,actual,PT. Tri Karta Pratama - Total Kualitas Prima,P5,46.0,43.0,1.2
25649,43909,1.0,42500,2023-09-28 00:00:00.000,2023-12-02 00:00:00.000,#BD-Katalis04,2023-09-20 05:51:22.000,2023-12-15 14:26:34.000,2000.0,0.0,1.2,120.0,45.0,2024-04-12 17:02:22.000,Free,2023-09-20 05:51:22.000,1038.0,net,BAP Kalianda,3.24.6.1 (G),50.0,40.0,0.8
27703,38261,,325000,2023-11-30 00:00:00.000,2024-01-26 00:00:00.000,,2023-11-24 06:08:45.000,2024-01-27 01:01:40.000,2500.0,0.0,1.25,100.0,60.0,2024-04-12 17:02:22.000,Free,,66.0,net,UD. Benur Ndaru Laut,B4,50.0,50.0,1.2
27703,38261,,325000,2023-11-30 00:00:00.000,2024-01-26 00:00:00.000,,2023-11-24 06:08:45.000,2024-01-27 01:01:40.000,2500.0,0.0,1.25,100.0,60.0,2024-04-12 17:02:22.000,Free,,66.0,net,UD. Benur Ndaru Laut,B4,50.0,50.0,1.2
16138,32734,1.0,10000,2022-05-19 00:00:00.000,2022-06-23 00:00:00.000,#SiklusTebar,2022-05-21 03:03:43.000,2022-08-25 03:55:04.000,960.0,1.0,1.25,55.0,45.0,2024-04-12 17:02:22.000,Free,2022-05-21 03:03:43.000,1013.0,gross,Benur TOP,SUROTO SUKSES 1,48.0,20.0,1.5
17475,32214,1.0,150000,2022-07-28 00:00:00.000,2022-09-30 00:00:00.000,#SiklusTebar,2022-07-29 01:44:36.000,2022-10-26 00:06:00.000,1000.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-07-29 01:44:36.000,25.0,gross,PT. Matahari Cipta Sentosa (Unit Hatchery Paiton),A1,36.51,27.39,1.4
